"Date","Price","Open","High","Low","Vol.","Change %"
"06/13/2025","149.260","149.640","150.065","148.440","","-0.28%"
"06/12/2025","149.675","148.475","150.345","148.380","","0.85%"
"06/11/2025","148.415","147.640","148.575","147.295","","0.54%"
"06/10/2025","147.615","147.560","147.915","146.930","","0.03%"
"06/09/2025","147.570","147.335","147.885","147.105","","0.20%"
"06/06/2025","147.280","147.920","148.095","146.965","","-0.44%"
"06/05/2025","147.930","147.570","148.580","147.340","","0.24%"
"06/04/2025","147.570","146.975","147.805","146.590","","0.41%"
"06/03/2025","146.970","147.815","148.005","146.675","","-0.58%"
"06/02/2025","147.830","146.550","147.945","146.545","","0.83%"
"05/30/2025","146.620","146.900","147.225","146.070","","-0.25%"
"05/29/2025","146.985","146.005","147.150","144.890","","0.70%"
"05/28/2025","145.965","146.360","146.590","145.825","","-0.28%"
"05/27/2025","146.370","147.130","147.430","146.285","","-0.52%"
"05/26/2025","147.135","146.900","147.685","146.800","","0.16%"
"05/23/2025","146.895","145.745","146.995","145.720","","0.79%"
"05/22/2025","145.745","146.410","146.595","145.415","","-0.45%"
"05/21/2025","146.400","145.775","146.905","145.735","","0.43%"
"05/20/2025","145.775","145.195","145.820","144.930","","0.35%"
"05/19/2025","145.270","144.380","145.895","144.335","","0.68%"
"05/16/2025","144.285","144.610","145.070","143.860","","-0.23%"
"05/15/2025","144.615","144.465","145.160","144.290","","0.12%"
"05/14/2025","144.435","144.565","145.615","144.305","","-0.09%"
"05/13/2025","144.570","143.290","144.695","143.205","","0.88%"
"05/12/2025","143.305","145.000","145.395","142.950","","-1.43%"
"05/09/2025","145.380","145.125","145.965","144.710","","0.18%"
"05/08/2025","145.125","146.055","146.530","144.910","","-0.67%"
"05/07/2025","146.100","146.835","147.205","145.945","","-0.51%"
"05/06/2025","146.850","146.240","147.120","145.790","","0.42%"
"05/05/2025","146.240","146.085","147.015","145.950","","0.16%"
"05/02/2025","146.005","146.125","147.100","145.855","","-0.08%"
"05/01/2025","146.125","146.590","146.760","145.785","","-0.32%"
"04/30/2025","146.590","147.160","147.545","146.445","","-0.39%"
"04/29/2025","147.160","147.630","147.640","146.940","","-0.32%"
"04/28/2025","147.630","147.055","147.670","146.345","","0.43%"
"04/25/2025","147.005","147.320","147.415","146.310","","-0.21%"
"04/24/2025","147.320","146.415","147.510","146.310","","0.62%"
"04/23/2025","146.415","148.200","148.285","146.325","","-1.19%"
"04/22/2025","148.180","149.345","149.815","148.135","","-0.56%"
"04/21/2025","149.020","147.705","150.115","147.700","","1.06%"
"04/18/2025","147.460","147.430","147.845","147.310","","0.25%"
"04/17/2025","147.090","147.795","147.990","146.910","","-0.31%"
"04/16/2025","147.550","146.345","148.025","146.310","","1.04%"
"04/15/2025","146.030","147.150","147.470","146.095","","-0.57%"
"04/14/2025","146.860","146.405","148.140","146.325","","-0.25%"
"04/11/2025","147.230","145.060","148.765","144.895","","1.73%"
"04/10/2025","144.720","141.935","145.575","141.665","","2.04%"
"04/09/2025","141.820","141.910","143.675","141.430","","0.15%"
"04/08/2025","141.610","141.270","142.350","140.990","","0.44%"
"04/07/2025","140.990","140.830","142.975","140.660","","-0.23%"
"04/04/2025","141.320","142.850","143.575","141.195","","-0.86%"
"04/03/2025","142.550","140.310","144.065","139.655","","1.80%"
"04/02/2025","140.030","139.505","141.205","139.315","","0.57%"
"04/01/2025","139.230","139.870","140.065","139.150","","-0.38%"
"03/31/2025","139.760","139.930","140.290","139.440","","-0.09%"
"03/28/2025","139.880","139.720","140.225","138.970","","0.32%"
"03/27/2025","139.440","139.095","139.975","138.825","","0.45%"
"03/26/2025","138.810","139.580","139.780","138.975","","-0.36%"
"03/25/2025","139.310","139.720","140.145","139.315","","-0.16%"
"03/24/2025","139.540","139.805","140.670","139.455","","-0.09%"
"03/21/2025","139.660","140.430","140.585","139.660","","-0.38%"
"03/20/2025","140.190","141.030","141.225","139.950","","-0.38%"
"03/19/2025","140.730","141.630","141.770","140.480","","-0.23%"
"03/18/2025","141.060","141.400","141.955","140.780","","-0.03%"
"03/17/2025","141.100","140.805","141.490","140.570","","0.54%"
"03/14/2025","140.340","140.485","141.435","140.090","","0.06%"
"03/13/2025","140.260","140.780","141.115","139.980","","0.04%"
"03/12/2025","140.210","141.025","141.520","140.505","","-0.37%"
"03/11/2025","140.730","139.920","141.390","139.855","","0.80%"
"03/10/2025","139.620","139.935","140.555","139.425","","0.00%"
"03/07/2025","139.620","139.275","140.640","139.235","","0.45%"
"03/06/2025","138.990","139.415","140.180","139.025","","-0.13%"
"03/05/2025","139.170","137.295","139.500","136.970","","1.55%"
"03/04/2025","137.050","135.500","137.315","135.165","","1.32%"
"03/03/2025","135.270","134.135","135.710","133.960","","1.30%"
"02/28/2025","133.530","134.405","134.780","133.840","","-0.44%"
"02/27/2025","134.120","135.670","135.875","134.380","","-0.97%"
"02/26/2025","135.440","136.045","136.245","135.395","","-0.29%"
"02/25/2025","135.830","135.455","136.125","135.050","","0.68%"
"02/24/2025","134.910","135.830","136.395","135.150","","-0.16%"
"02/21/2025","135.120","135.985","136.125","135.165","","-0.43%"
"02/20/2025","135.710","134.905","136.025","134.755","","0.79%"
"02/19/2025","134.640","134.975","135.405","134.390","","-0.07%"
"02/18/2025","134.740","135.410","135.720","134.715","","-0.27%"
"02/17/2025","135.110","135.675","135.975","135.100","","-0.24%"
"02/14/2025","135.440","135.150","136.005","134.840","","0.42%"
"02/13/2025","134.880","134.095","135.225","133.915","","0.71%"
"02/12/2025","133.930","133.815","134.650","133.185","","0.49%"
"02/11/2025","133.280","133.115","134.080","132.820","","0.33%"
"02/10/2025","132.840","133.280","133.660","132.715","","-0.29%"
"02/07/2025","133.220","134.050","134.490","133.035","","-0.52%"
"02/06/2025","133.910","134.395","134.565","133.565","","-0.21%"
"02/05/2025","134.190","134.020","134.930","133.915","","0.32%"
"02/04/2025","133.760","133.650","134.160","132.585","","0.24%"
"02/03/2025","133.440","132.920","133.720","131.735","","-0.17%"
"01/31/2025","133.670","134.145","134.845","133.605","","-0.16%"
"01/30/2025","133.880","134.635","135.145","134.085","","-0.40%"
"01/29/2025","134.420","134.760","135.325","134.105","","-0.07%"
"01/28/2025","134.520","135.615","135.640","134.440","","-0.60%"
"01/27/2025","135.330","135.535","136.220","135.040","","-0.02%"
"01/24/2025","135.360","134.630","136.010","134.570","","0.75%"
"01/23/2025","134.350","134.635","135.025","134.060","","-0.04%"
"01/22/2025","134.410","134.905","135.270","134.280","","-0.17%"
"01/21/2025","134.640","134.735","134.985","133.700","","0.15%"
"01/20/2025","134.440","133.075","134.975","132.945","","1.27%"
"01/17/2025","132.750","133.370","133.835","132.880","","-0.26%"
"01/16/2025","133.100","133.235","133.585","132.810","","0.08%"
"01/15/2025","132.990","133.490","134.100","132.705","","-0.17%"
"01/14/2025","133.220","132.670","133.500","132.370","","0.62%"
"01/13/2025","132.400","132.545","132.720","131.795","","0.00%"
"01/10/2025","132.400","133.400","133.635","132.285","","-0.53%"
"01/09/2025","133.100","133.370","133.715","132.970","","0.00%"
"01/08/2025","133.100","133.800","134.065","132.835","","-0.32%"
"01/07/2025","133.530","134.355","135.045","133.785","","-0.45%"
"01/06/2025","134.130","133.165","134.960","132.920","","0.87%"
"01/03/2025","132.970","132.670","133.260","132.370","","0.42%"
"01/02/2025","132.410","133.925","134.260","132.155","","-0.76%"
"01/01/2025","133.420","133.925","134.010","133.880","","0.01%"
"12/31/2024","133.400","134.510","134.855","133.800","","-0.63%"
"12/30/2024","134.250","134.845","135.235","134.060","","-0.19%"
"12/27/2024","134.510","134.715","135.250","134.240","","0.05%"
"12/26/2024","134.440","134.445","134.805","134.290","","0.17%"
"12/25/2024","134.210","134.395","134.615","134.385","","0.07%"
"12/24/2024","134.120","134.485","134.665","133.990","","-0.07%"
"12/23/2024","134.220","134.745","135.140","134.145","","-0.23%"
"12/20/2024","134.530","133.940","135.035","133.415","","0.64%"
"12/19/2024","133.670","133.810","134.715","133.685","","0.10%"
"12/18/2024","133.540","135.605","136.085","133.695","","-1.31%"
"12/17/2024","135.310","135.860","136.165","135.175","","-0.20%"
"12/16/2024","135.580","135.675","136.040","135.370","","0.07%"
"12/13/2024","135.480","135.560","136.265","135.000","","0.34%"
"12/12/2024","135.020","135.915","136.380","135.505","","-0.25%"
"12/11/2024","135.360","136.070","136.420","135.495","","-0.32%"
"12/10/2024","135.790","136.420","136.875","135.690","","-0.24%"
"12/09/2024","136.120","136.535","137.140","136.025","","-0.15%"
"12/06/2024","136.330","136.830","137.395","136.260","","-0.17%"
"12/05/2024","136.560","136.120","136.875","135.895","","0.72%"
"12/04/2024","135.580","136.105","136.660","135.430","","-0.18%"
"12/03/2024","135.830","136.215","136.645","135.830","","-0.08%"
"12/02/2024","135.940","137.240","137.390","135.715","","-0.74%"
"11/29/2024","136.950","136.900","137.510","136.545","","0.25%"
"11/28/2024","136.610","136.835","137.290","136.265","","0.24%"
"11/27/2024","136.280","135.820","137.115","135.520","","0.74%"
"11/26/2024","135.280","135.900","136.560","135.005","","-0.07%"
"11/25/2024","135.370","135.585","136.440","135.190","","0.71%"
"11/22/2024","134.420","135.645","135.980","133.875","","-0.50%"
"11/21/2024","135.100","136.510","136.905","135.485","","-0.66%"
"11/20/2024","136.000","136.925","137.295","136.080","","-0.30%"
"11/19/2024","136.410","137.000","137.275","136.020","","-0.02%"
"11/18/2024","136.440","136.430","137.105","135.860","","0.34%"
"11/15/2024","135.980","136.125","137.240","136.000","","0.30%"
"11/14/2024","135.570","136.540","136.840","135.510","","-0.32%"
"11/13/2024","136.000","137.035","137.850","136.440","","-0.37%"
"11/12/2024","136.510","137.425","137.685","136.675","","-0.28%"
"11/11/2024","136.900","138.205","138.595","137.110","","-0.60%"
"11/08/2024","137.730","139.390","139.395","137.865","","-0.79%"
"11/07/2024","138.830","138.400","139.645","138.195","","0.71%"
"11/06/2024","137.850","141.010","141.095","137.795","","-1.85%"
"11/05/2024","140.450","140.365","141.080","140.250","","0.49%"
"11/04/2024","139.770","140.265","140.795","140.230","","0.41%"
"11/01/2024","139.200","140.390","140.680","139.735","","-0.46%"
"10/31/2024","139.850","140.045","140.455","139.880","","0.25%"
"10/30/2024","139.500","139.725","140.250","139.320","","-0.08%"
"10/29/2024","139.610","139.480","139.910","138.855","","0.49%"
"10/28/2024","138.930","139.285","139.685","139.080","","0.17%"
"10/25/2024","138.690","139.665","139.985","139.225","","-0.32%"
"10/24/2024","139.130","139.100","139.700","138.925","","0.43%"
"10/23/2024","138.540","139.305","139.410","138.820","","-0.14%"
"10/22/2024","138.740","139.520","139.820","139.225","","-0.17%"
"10/21/2024","138.970","140.105","140.260","139.465","","-0.47%"
"10/18/2024","139.630","139.725","140.220","139.640","","0.32%"
"10/17/2024","139.180","140.120","140.270","139.465","","-0.27%"
"10/16/2024","139.560","140.495","140.630","140.010","","-0.27%"
"10/15/2024","139.940","140.725","140.990","140.140","","-0.17%"
"10/14/2024","140.180","141.040","141.090","140.460","","-0.26%"
"10/11/2024","140.540","141.040","141.310","140.945","","0.02%"
"10/10/2024","140.510","141.110","141.325","140.605","","-0.04%"
"10/09/2024","140.570","141.645","141.760","141.080","","-0.37%"
"10/08/2024","141.090","141.590","141.870","141.400","","0.05%"
"10/07/2024","141.020","141.595","141.725","141.155","","-0.01%"
"10/04/2024","141.040","142.315","142.420","141.270","","-0.49%"
"10/03/2024","141.740","142.485","142.630","142.000","","-0.13%"
"10/02/2024","141.930","142.770","142.975","142.325","","-0.20%"
"10/01/2024","142.220","143.640","143.765","142.485","","-0.59%"
"09/30/2024","143.070","143.950","144.595","143.365","","-0.26%"
"09/27/2024","143.440","144.175","144.520","143.250","","-0.12%"
"09/26/2024","143.610","143.620","144.345","143.515","","0.39%"
"09/25/2024","143.050","144.215","144.660","143.465","","-0.42%"
"09/24/2024","143.660","143.350","144.235","143.195","","0.61%"
"09/23/2024","142.790","143.995","144.065","142.970","","-0.45%"
"09/20/2024","143.430","143.990","144.255","143.650","","0.01%"
"09/19/2024","143.420","143.425","144.210","142.775","","0.38%"
"09/18/2024","142.870","143.375","144.345","143.140","","0.05%"
"09/17/2024","142.800","143.620","143.880","143.330","","-0.17%"
"09/16/2024","143.050","142.910","143.955","142.855","","0.51%"
"09/13/2024","142.330","142.625","143.215","142.590","","0.18%"
"09/12/2024","142.080","142.055","142.645","141.810","","0.42%"
"09/11/2024","141.490","142.145","142.600","141.925","","-0.07%"
"09/10/2024","141.590","142.075","142.610","141.960","","0.06%"
"09/09/2024","141.510","142.675","142.830","142.055","","-0.44%"
"09/06/2024","142.140","143.040","143.625","142.465","","-0.25%"
"09/05/2024","142.490","142.670","143.205","142.585","","0.25%"
"09/04/2024","142.130","142.460","142.840","142.225","","0.16%"
"09/03/2024","141.900","142.515","142.745","142.035","","-0.06%"
"09/02/2024","141.990","142.230","142.715","142.160","","0.22%"
"08/30/2024","141.680","142.610","143.135","142.095","","-0.27%"
"08/29/2024","142.060","143.160","143.700","142.335","","-0.39%"
"08/28/2024","142.610","144.275","144.305","142.980","","-0.77%"
"08/27/2024","143.710","143.700","144.355","143.565","","0.40%"
"08/26/2024","143.140","144.325","144.505","143.595","","-0.45%"
"08/23/2024","143.790","143.350","144.485","143.105","","0.70%"
"08/22/2024","142.790","143.835","144.075","143.150","","-0.33%"
"08/21/2024","143.260","143.550","144.135","143.040","","0.17%"
"08/20/2024","143.020","143.000","143.585","142.580","","0.41%"
"08/19/2024","142.440","142.210","143.075","142.025","","0.52%"
"08/16/2024","141.710","141.545","142.285","141.405","","0.52%"
"08/15/2024","140.980","142.055","142.110","141.240","","-0.37%"
"08/14/2024","141.500","141.810","142.510","141.465","","0.19%"
"08/13/2024","141.230","141.015","141.895","140.510","","0.55%"
"08/12/2024","140.460","141.075","141.410","140.570","","-0.06%"
"08/09/2024","140.540","141.120","141.515","140.750","","-0.02%"
"08/08/2024","140.570","140.890","141.680","140.505","","0.17%"
"08/07/2024","140.330","141.565","141.865","140.490","","-0.48%"
"08/06/2024","141.000","142.115","142.870","141.195","","-0.39%"
"08/05/2024","141.550","141.995","142.950","141.195","","0.19%"
"08/02/2024","141.280","139.720","142.045","139.625","","1.49%"
"08/01/2024","139.200","139.660","140.510","139.215","","0.07%"
"07/31/2024","139.100","140.600","140.805","139.340","","-0.68%"
"07/30/2024","140.050","141.215","142.030","139.900","","-0.43%"
"07/29/2024","140.650","142.590","142.855","140.855","","-0.91%"
"07/26/2024","141.940","144.265","144.460","141.910","","-1.21%"
"07/25/2024","143.680","144.180","144.575","143.535","","0.06%"
"07/24/2024","143.600","143.815","144.535","143.135","","0.26%"
"07/23/2024","143.230","142.685","144.220","142.435","","0.79%"
"07/22/2024","142.110","142.540","143.705","141.785","","0.12%"
"07/19/2024","141.940","142.740","142.990","141.595","","-0.17%"
"07/18/2024","142.180","142.465","143.245","142.040","","0.19%"
"07/17/2024","141.910","141.690","142.855","141.210","","0.56%"
"07/16/2024","141.120","140.820","142.045","140.420","","0.61%"
"07/15/2024","140.260","140.460","141.515","140.385","","0.09%"
"07/12/2024","140.140","140.190","141.075","140.135","","0.35%"
"07/11/2024","139.650","139.170","140.895","139.120","","0.74%"
"07/10/2024","138.620","138.685","139.825","138.640","","0.36%"
"07/09/2024","138.120","138.880","139.155","138.575","","-0.09%"
"07/08/2024","138.250","138.620","139.325","138.205","","-0.13%"
"07/05/2024","138.430","138.665","139.380","138.620","","0.23%"
"07/04/2024","138.110","138.620","139.305","138.480","","0.04%"
"07/03/2024","138.050","138.045","139.005","137.955","","0.39%"
"07/02/2024","137.520","138.020","138.565","137.520","","0.05%"
"07/01/2024","137.450","138.675","139.330","137.990","","-0.35%"
"06/28/2024","137.930","138.340","138.875","137.710","","0.10%"
"06/27/2024","137.790","137.240","138.815","137.195","","0.80%"
"06/26/2024","136.690","137.670","138.150","137.155","","-0.32%"
"06/25/2024","137.130","137.930","138.065","137.375","","-0.17%"
"06/24/2024","137.370","137.340","138.100","137.280","","0.39%"
"06/21/2024","136.840","137.520","137.775","136.825","","-0.09%"
"06/20/2024","136.960","138.060","138.130","137.380","","-0.40%"
"06/19/2024","137.510","138.010","138.190","137.800","","0.04%"
"06/18/2024","137.450","138.475","138.595","137.485","","-0.35%"
"06/17/2024","137.930","138.060","138.525","137.850","","0.31%"
"06/14/2024","137.500","137.970","138.135","136.825","","0.07%"
"06/13/2024","137.410","138.895","139.450","137.915","","-0.67%"
"06/12/2024","138.330","139.110","139.465","137.515","","-0.14%"
"06/11/2024","138.530","139.410","139.530","138.595","","-0.22%"
"06/10/2024","138.840","139.825","139.885","138.980","","-0.34%"
"06/07/2024","139.320","141.855","142.155","139.845","","-1.38%"
"06/06/2024","141.270","141.840","142.530","141.200","","0.00%"
"06/05/2024","141.270","142.250","142.505","141.640","","-0.30%"
"06/04/2024","141.690","142.290","142.640","141.535","","-0.03%"
"06/03/2024","141.730","141.605","142.315","140.850","","0.57%"
"05/31/2024","140.930","141.095","142.025","140.585","","0.29%"
"05/30/2024","140.520","142.045","142.815","140.505","","-0.68%"
"05/29/2024","141.480","143.855","144.380","142.010","","-1.26%"
"05/28/2024","143.290","144.425","144.710","143.820","","-0.40%"
"05/27/2024","143.870","144.350","144.545","143.470","","0.12%"
"05/24/2024","143.700","143.560","144.420","142.990","","0.49%"
"05/23/2024","143.000","142.865","144.190","142.355","","0.49%"
"05/22/2024","142.300","142.730","143.410","142.245","","0.10%"
"05/21/2024","142.160","142.800","143.285","142.110","","-0.03%"
"05/20/2024","142.200","142.890","143.145","142.255","","-0.14%"
"05/17/2024","142.400","142.345","143.065","141.450","","0.43%"
"05/16/2024","141.790","142.050","142.485","141.325","","0.23%"
"05/15/2024","141.470","141.185","142.070","140.680","","0.60%"
"05/14/2024","140.630","141.055","141.380","139.965","","0.09%"
"05/13/2024","140.510","141.130","141.705","140.675","","-0.02%"
"05/10/2024","140.540","141.245","141.355","140.950","","-0.11%"
"05/09/2024","140.690","141.325","141.395","140.495","","-0.06%"
"05/08/2024","140.770","143.565","143.605","140.510","","-1.57%"
"05/07/2024","143.010","144.315","144.960","142.110","","-0.51%"
"05/06/2024","143.750","144.745","145.365","144.260","","-0.28%"
"05/03/2024","144.160","144.815","145.435","144.500","","-0.06%"
"05/02/2024","144.250","144.600","144.870","144.100","","0.14%"
"05/01/2024","144.050","143.980","144.905","143.765","","0.43%"
"04/30/2024","143.430","144.775","144.940","143.965","","-0.51%"
"04/29/2024","144.170","144.380","144.915","144.145","","0.25%"
"04/26/2024","143.810","144.885","145.175","144.095","","-0.35%"
"04/25/2024","144.310","143.900","144.990","143.825","","0.68%"
"04/24/2024","143.340","143.930","144.365","143.125","","-0.02%"
"04/23/2024","143.370","142.780","144.085","142.115","","0.82%"
"04/22/2024","142.200","142.260","142.885","141.730","","0.35%"
"04/19/2024","141.700","141.840","142.555","141.220","","0.29%"
"04/18/2024","141.290","141.420","142.565","141.110","","0.31%"
"04/17/2024","140.860","139.645","141.510","139.195","","1.28%"
"04/16/2024","139.080","139.175","140.575","138.230","","0.33%"
"04/15/2024","138.620","138.280","139.690","138.215","","0.59%"
"04/12/2024","137.810","139.445","139.495","138.085","","-0.77%"
"04/11/2024","138.880","139.675","139.845","139.085","","-0.14%"
"04/10/2024","139.080","141.140","141.275","139.470","","-1.06%"
"04/09/2024","140.570","141.170","141.520","140.850","","-0.02%"
"04/08/2024","140.600","140.960","141.220","140.660","","0.21%"
"04/05/2024","140.310","140.870","141.550","140.080","","0.00%"
"04/04/2024","140.310","141.910","142.630","140.700","","-0.77%"
"04/03/2024","141.400","141.655","141.970","140.805","","0.24%"
"04/02/2024","141.060","141.545","141.750","140.905","","0.04%"
"04/01/2024","141.000","142.135","142.280","141.375","","-0.44%"
"03/29/2024","141.630","142.155","142.370","141.855","","0.04%"
"03/28/2024","141.580","142.925","142.940","141.680","","-0.55%"
"03/27/2024","142.360","142.435","142.950","141.745","","0.35%"
"03/26/2024","141.870","143.055","143.880","142.115","","-0.44%"
"03/25/2024","142.490","143.205","143.530","142.550","","-0.10%"
"03/22/2024","142.630","143.895","144.015","142.710","","-0.50%"
"03/21/2024","143.350","144.690","145.295","143.825","","-0.56%"
"03/20/2024","144.160","143.950","144.735","143.585","","0.52%"
"03/19/2024","143.420","145.700","145.755","143.615","","-1.18%"
"03/18/2024","145.130","146.510","146.635","145.340","","-0.52%"
"03/15/2024","145.890","146.380","147.495","145.755","","0.05%"
"03/14/2024","145.810","150.530","150.640","146.335","","-2.76%"
"03/13/2024","149.950","151.890","151.950","149.715","","-0.89%"
"03/12/2024","151.300","152.075","152.970","151.000","","-0.16%"
"03/11/2024","151.540","153.215","153.750","151.920","","-0.68%"
"03/08/2024","152.570","156.010","156.130","152.455","","-1.84%"
"03/07/2024","155.430","155.825","156.040","154.660","","0.10%"
"03/06/2024","155.280","155.285","156.100","154.910","","0.39%"
"03/05/2024","154.680","156.870","156.915","154.535","","-1.04%"
"03/04/2024","156.300","158.300","158.535","156.630","","-0.88%"
"03/01/2024","157.680","158.810","159.090","157.250","","-0.37%"
"02/29/2024","158.260","158.750","159.715","157.625","","0.03%"
"02/28/2024","158.210","158.865","159.035","157.440","","-0.07%"
"02/27/2024","158.320","157.850","159.160","157.795","","0.64%"
"02/26/2024","157.310","157.520","158.225","157.320","","0.29%"
"02/23/2024","156.860","158.570","158.695","157.310","","-0.73%"
"02/22/2024","158.020","157.910","159.075","157.775","","0.40%"
"02/21/2024","157.390","157.240","158.435","155.965","","0.48%"
"02/20/2024","156.640","156.835","157.715","155.585","","0.24%"
"02/19/2024","156.270","155.720","156.915","155.625","","0.72%"
"02/16/2024","155.150","156.705","156.830","154.150","","-0.66%"
"02/15/2024","156.180","161.445","162.690","149.705","","-2.94%"
"02/14/2024","160.910","167.065","167.760","161.045","","-3.35%"
"02/13/2024","166.490","170.185","170.675","166.920","","-1.85%"
"02/12/2024","169.630","171.960","172.705","169.940","","-1.05%"
"02/09/2024","171.430","173.000","173.015","171.645","","-0.57%"
"02/08/2024","172.420","172.895","173.175","171.730","","0.05%"
"02/07/2024","172.340","172.620","173.090","172.580","","0.16%"
"02/06/2024","172.060","172.425","172.745","172.100","","0.12%"
"02/05/2024","171.860","173.080","173.135","172.100","","-0.39%"
"02/02/2024","172.540","174.495","174.920","173.015","","-0.79%"
"02/01/2024","173.920","173.565","174.560","173.005","","0.50%"
"01/31/2024","173.060","175.150","175.205","173.255","","-0.88%"
"01/30/2024","174.590","174.955","175.540","174.090","","0.10%"
"01/29/2024","174.410","176.270","176.790","174.345","","-0.79%"
"01/26/2024","175.800","177.285","177.390","175.755","","-0.56%"
"01/25/2024","176.790","177.695","178.265","176.855","","-0.19%"
"01/24/2024","177.120","176.930","178.480","176.105","","0.49%"
"01/23/2024","176.260","176.850","177.940","176.280","","-0.01%"
"01/22/2024","176.270","176.440","177.260","175.710","","0.16%"
"01/19/2024","175.990","175.910","176.560","175.485","","0.37%"
