"Date","Price","Open","High","Low","Vol.","Change %"
"09/12/2018","131.589","131.313","132.058","130.765","","0.19%"
"09/11/2018","131.333","131.242","131.822","130.572","","0.07%"
"09/10/2018","131.242","130.255","131.509","129.863","","0.85%"
"09/07/2018","130.130","130.256","131.272","129.984","","-0.10%"
"09/06/2018","130.256","130.008","130.582","129.853","","0.17%"
"09/05/2018","130.033","129.514","130.749","128.804","","0.39%"
"09/04/2018","129.529","129.625","129.791","128.963","","-0.12%"
"09/03/2018","129.685","130.623","130.623","129.376","","-0.66%"
"08/31/2018","130.543","130.946","131.362","130.356","","-0.32%"
"08/30/2018","130.966","131.187","131.388","130.624","","-0.16%"
"08/29/2018","131.177","129.666","131.252","129.280","","1.16%"
"08/28/2018","129.676","130.031","130.220","129.535","","-0.27%"
"08/27/2018","130.026","129.363","130.122","129.183","","0.41%"
"08/24/2018","129.494","129.008","129.786","128.852","","0.38%"
"08/23/2018","129.008","130.055","130.145","128.867","","-0.79%"
"08/22/2018","130.040","130.281","130.417","129.423","","-0.15%"
"08/21/2018","130.241","129.132","130.493","129.081","","0.86%"
"08/20/2018","129.127","128.463","129.162","128.300","","0.42%"
"08/17/2018","128.584","128.177","128.645","127.987","","0.29%"
"08/16/2018","128.213","127.981","128.570","127.770","","0.17%"
"08/15/2018","127.996","128.166","128.325","127.615","","-0.11%"
"08/14/2018","128.141","128.599","129.301","127.924","","-0.34%"
"08/13/2018","128.574","128.377","128.848","127.802","","0.14%"
"08/10/2018","128.392","128.625","129.155","127.798","","-0.18%"
"08/09/2018","128.625","129.395","129.711","128.585","","-0.60%"
"08/08/2018","129.395","130.032","130.388","129.037","","-0.50%"
"08/07/2018","130.042","130.022","130.399","129.848","","0.02%"
"08/06/2018","130.017","130.565","130.855","129.737","","-0.39%"
"08/03/2018","130.530","130.586","131.027","130.159","","-0.04%"
"08/02/2018","130.576","131.785","132.098","130.518","","-0.92%"
"08/01/2018","131.785","131.931","132.048","131.506","","-0.10%"
"07/31/2018","131.921","132.067","132.476","131.474","","-0.10%"
"07/30/2018","132.057","131.464","132.258","131.423","","0.32%"
"07/27/2018","131.640","131.746","131.947","131.321","","-0.08%"
"07/26/2018","131.746","132.433","132.938","131.453","","-0.51%"
"07/25/2018","132.418","132.234","132.548","131.772","","0.14%"
"07/24/2018","132.239","131.786","132.268","131.454","","0.32%"
"07/23/2018","131.811","131.006","132.582","131.006","","-0.34%"
"07/20/2018","132.259","131.116","132.330","130.848","","0.87%"
"07/19/2018","131.116","131.540","131.811","130.567","","-0.35%"
"07/18/2018","131.570","131.927","132.078","130.853","","-0.28%"
"07/17/2018","131.937","132.879","133.539","131.494","","-0.71%"
"07/16/2018","132.884","133.211","133.636","132.630","","-0.29%"
"07/13/2018","133.271","133.117","133.337","131.877","","0.12%"
"07/12/2018","133.117","132.974","133.647","132.907","","0.10%"
"07/11/2018","132.979","133.980","134.026","132.914","","-0.73%"
"07/10/2018","133.955","133.783","134.284","133.307","","0.13%"
"07/09/2018","133.783","134.237","134.855","133.087","","-0.20%"
"07/06/2018","134.051","133.267","134.116","133.015","","0.59%"
"07/05/2018","133.262","133.318","133.859","132.964","","-0.03%"
"07/04/2018","133.307","133.011","133.504","132.622","","0.24%"
"07/03/2018","132.986","132.613","133.203","132.325","","0.28%"
"07/02/2018","132.613","133.001","133.563","131.967","","-0.50%"
"06/29/2018","133.274","132.036","133.339","131.945","","0.94%"
"06/28/2018","132.036","132.583","132.684","131.705","","-0.40%"
"06/27/2018","132.567","133.735","133.907","132.502","","-0.86%"
"06/26/2018","133.720","134.107","134.137","133.254","","-0.23%"
"06/25/2018","134.031","133.935","134.168","133.157","","0.11%"
"06/22/2018","133.889","133.514","134.418","133.368","","0.28%"
"06/21/2018","133.514","132.951","133.713","132.071","","0.45%"
"06/20/2018","132.916","133.321","133.463","132.633","","-0.35%"
"06/19/2018","133.382","134.029","134.206","132.952","","-0.48%"
"06/18/2018","134.029","134.145","134.399","133.628","","-0.26%"
"06/15/2018","134.383","134.211","134.519","133.624","","0.12%"
"06/14/2018","134.217","135.355","136.027","134.028","","-0.85%"
"06/13/2018","135.365","135.330","135.527","134.625","","0.03%"
"06/12/2018","135.325","135.153","135.866","134.750","","0.18%"
"06/11/2018","135.088","135.174","135.904","134.579","","-0.12%"
"06/08/2018","135.255","135.428","135.836","134.795","","-0.13%"
"06/07/2018","135.433","135.471","135.865","134.825","","-0.03%"
"06/06/2018","135.471","135.439","135.744","135.123","","0.02%"
"06/05/2018","135.439","134.333","135.580","133.768","","0.83%"
"06/04/2018","134.323","135.242","135.876","134.137","","-0.76%"
"06/01/2018","135.349","134.801","135.484","134.589","","0.41%"
"05/31/2018","134.801","134.756","135.387","134.629","","0.02%"
"05/30/2018","134.776","134.509","135.123","134.203","","0.17%"
"05/29/2018","134.550","135.168","135.501","133.901","","-0.48%"
"05/28/2018","135.199","134.667","135.494","134.503","","0.38%"
"05/25/2018","134.687","135.272","135.403","134.530","","-0.44%"
"05/24/2018","135.282","134.753","135.707","134.657","","0.41%"
"05/23/2018","134.728","135.440","135.515","134.376","","-0.52%"
"05/22/2018","135.430","135.255","135.927","134.672","","0.14%"
"05/21/2018","135.245","135.321","135.452","134.412","","-0.07%"
"05/18/2018","135.341","135.711","135.904","135.119","","-0.27%"
"05/17/2018","135.701","135.300","136.255","135.230","","0.31%"
"05/16/2018","135.285","135.590","135.913","135.071","","-0.24%"
"05/15/2018","135.605","135.977","136.278","135.070","","-0.27%"
"05/14/2018","135.972","136.092","136.640","135.836","","0.00%"
"05/11/2018","135.977","135.711","136.645","135.320","","0.17%"
"05/10/2018","135.741","136.205","136.871","135.196","","-0.34%"
"05/09/2018","136.210","136.137","136.965","135.520","","0.05%"
"05/08/2018","136.147","135.977","136.406","135.307","","0.13%"
"05/07/2018","135.977","135.761","136.118","135.488","","0.18%"
"05/04/2018","135.731","136.032","136.248","135.135","","-0.22%"
"05/03/2018","136.032","136.323","136.662","135.666","","-0.23%"
"05/02/2018","136.348","136.685","137.129","136.082","","-0.25%"
"05/01/2018","136.685","138.023","138.566","136.614","","-1.04%"
"04/30/2018","138.128","138.422","138.697","137.591","","-0.16%"
"04/27/2018","138.351","139.533","140.201","137.951","","-0.87%"
"04/26/2018","139.563","139.464","140.480","139.325","","0.08%"
"04/25/2018","139.449","139.780","139.980","139.369","","-0.23%"
"04/24/2018","139.770","139.247","140.025","139.022","","0.37%"
"04/23/2018","139.257","140.265","140.598","139.102","","-0.61%"
"04/20/2018","140.115","141.293","141.388","140.015","","-0.87%"
"04/19/2018","141.338","142.598","142.967","141.107","","-0.88%"
"04/18/2018","142.598","143.452","143.933","142.292","","-0.60%"
"04/17/2018","143.452","144.230","144.679","143.386","","-0.55%"
"04/16/2018","144.240","143.518","144.316","143.256","","0.58%"
"04/13/2018","143.407","143.550","144.349","143.321","","-0.10%"
"04/12/2018","143.556","143.107","143.757","142.718","","0.31%"
"04/11/2018","143.112","143.314","143.861","142.945","","-0.14%"
"04/10/2018","143.309","142.794","143.456","142.607","","0.36%"
"04/09/2018","142.794","142.395","143.117","142.183","","0.32%"
"04/06/2018","142.334","141.435","142.445","141.215","","0.64%"
"04/05/2018","141.435","142.334","142.465","141.181","","-0.65%"
"04/04/2018","142.364","142.131","142.526","141.541","","0.16%"
"04/03/2018","142.131","141.990","142.485","141.498","","0.09%"
"04/02/2018","142.000","141.728","142.081","141.312","","0.30%"
"03/30/2018","141.577","141.492","141.870","141.171","","0.05%"
"03/29/2018","141.507","141.972","142.229","141.492","","-0.33%"
"03/28/2018","141.972","142.703","143.390","141.896","","-0.51%"
"03/27/2018","142.703","143.576","143.748","141.851","","-0.60%"
"03/26/2018","143.566","142.743","143.737","142.658","","0.62%"
"03/23/2018","142.678","142.229","143.076","142.088","","0.32%"
"03/22/2018","142.229","142.971","143.588","142.017","","-0.52%"
"03/21/2018","142.966","141.650","143.077","141.634","","0.92%"
"03/20/2018","141.660","141.993","142.453","141.498","","-0.23%"
"03/19/2018","141.993","141.131","142.651","140.667","","0.55%"
"03/16/2018","141.212","141.177","141.572","140.675","","0.02%"
"03/15/2018","141.187","141.435","141.828","140.908","","-0.17%"
"03/14/2018","141.425","141.430","141.935","140.946","","0.00%"
"03/13/2018","141.430","140.868","141.774","140.367","","0.40%"
"03/12/2018","140.863","140.113","140.994","139.973","","0.56%"
"03/09/2018","140.083","139.703","140.428","139.461","","0.27%"
"03/08/2018","139.708","140.822","140.937","139.395","","-0.79%"
"03/07/2018","140.817","140.680","140.913","140.208","","0.10%"
"03/06/2018","140.680","140.429","141.240","139.956","","0.18%"
"03/05/2018","140.429","139.744","140.654","139.459","","0.32%"
"03/02/2018","139.983","139.551","140.018","139.111","","0.31%"
"03/01/2018","139.551","139.532","139.957","138.898","","0.01%"
"02/28/2018","139.532","141.326","141.528","139.491","","-1.26%"
"02/27/2018","141.316","142.184","142.276","140.856","","-0.62%"
"02/26/2018","142.194","142.405","143.283","141.643","","-0.09%"
"02/23/2018","142.329","142.067","142.656","141.617","","0.14%"
"02/22/2018","142.128","141.278","142.403","140.718","","0.61%"
"02/21/2018","141.268","141.790","142.196","140.963","","-0.36%"
"02/20/2018","141.774","141.796","142.050","141.046","","-0.02%"
"02/19/2018","141.801","142.305","142.350","141.325","","-0.41%"
"02/16/2018","142.391","142.823","143.377","141.586","","-0.30%"
"02/15/2018","142.818","141.775","142.884","141.476","","0.77%"
"02/14/2018","141.730","140.751","141.932","139.720","","0.71%"
"02/13/2018","140.726","139.897","140.947","139.553","","0.59%"
"02/12/2018","139.902","139.381","140.276","139.180","","0.30%"
"02/09/2018","139.482","140.248","141.272","138.741","","-0.55%"
"02/08/2018","140.248","140.208","141.795","139.493","","0.03%"
"02/07/2018","140.203","141.298","141.759","139.860","","-0.77%"
"02/06/2018","141.298","141.689","141.888","140.039","","-0.27%"
"02/05/2018","141.679","143.707","143.959","141.638","","-1.40%"
"02/02/2018","143.696","145.350","145.503","143.473","","-1.14%"
"02/01/2018","145.360","144.905","145.901","144.209","","0.32%"
"01/31/2018","144.900","144.876","145.475","144.264","","0.03%"
"01/30/2018","144.860","144.118","145.070","143.131","","0.51%"
"01/29/2018","144.123","144.898","144.898","143.481","","-0.58%"
